row_id,settlement,region_kingdom,export_item
6,Crimmor,Amn,'weapons']
7,Dark Redoubt,Amn,['ale'
7,Dark Redoubt,Amn,'amour'
7,Dark Redoubt,Amn,'beer'
7,Dark Redoubt,Amn,'caravan items (wagons'
7,Dark Redoubt,Amn,'wheels)'
7,Dark Redoubt,Amn,'gems'
7,Dark Redoubt,Amn,'gold'
7,Dark Redoubt,Amn,'grain'
7,Dark Redoubt,Amn,'horses'
7,Dark Redoubt,Amn,'iron'
7,Dark Redoubt,Amn,'jewellery'
7,Dark Redoubt,Amn,'weapons']
8,Edive,Amn,['ale'
8,Edive,Amn,'amour'
8,Edive,Amn,'beer'
8,Edive,Amn,'caravan items (wagons'
8,Edive,Amn,'wheels)'
8,Edive,Amn,'gems'
8,Edive,Amn,'gold'
8,Edive,Amn,'grain'
8,Edive,Amn,'horses'
8,Edive,Amn,'iron'
8,Edive,Amn,'jewellery'
8,Edive,Amn,'weapons']
9,Esford,Amn,['ale'
9,Esford,Amn,'amour'
9,Esford,Amn,'beer'
9,Esford,Amn,'caravan items (wagons'
9,Esford,Amn,'wheels)'
9,Esford,Amn,'gems'
9,Esford,Amn,'gold'
9,Esford,Amn,'grain'
9,Esford,Amn,'horses'
9,Esford,Amn,'iron'
9,Esford,Amn,'jewellery'
9,Esford,Amn,'weapons']
10,Eshpurta,Amn,['ale'
10,Eshpurta,Amn,'amour'
10,Eshpurta,Amn,'beer'
10,Eshpurta,Amn,'caravan items (wagons'
10,Eshpurta,Amn,'wheels)'
10,Eshpurta,Amn,'gems'
10,Eshpurta,Amn,'gold'
10,Eshpurta,Amn,'grain'
10,Eshpurta,Amn,'horses'
10,Eshpurta,Amn,'iron'
10,Eshpurta,Amn,'jewellery'
10,Eshpurta,Amn,'weapons']
11,Esmeltaran,Amn,['ale'
11,Esmeltaran,Amn,'amour'
11,Esmeltaran,Amn,'beer'
11,Esmeltaran,Amn,'caravan items (wagons'
11,Esmeltaran,Amn,'wheels)'
11,Esmeltaran,Amn,'gems'
11,Esmeltaran,Amn,'gold'
11,Esmeltaran,Amn,'grain'
11,Esmeltaran,Amn,'horses'
11,Esmeltaran,Amn,'iron'
11,Esmeltaran,Amn,'jewellery'
11,Esmeltaran,Amn,'weapons']
12,Gambiton,Amn,['ale'
12,Gambiton,Amn,'amour'
12,Gambiton,Amn,'beer'
12,Gambiton,Amn,'caravan items (wagons'
12,Gambiton,Amn,'wheels)'
12,Gambiton,Amn,'gems'
12,Gambiton,Amn,'gold'
12,Gambiton,Amn,'grain'
12,Gambiton,Amn,'horses'
12,Gambiton,Amn,'iron'
12,Gambiton,Amn,'jewellery'
12,Gambiton,Amn,'weapons']
13,Goldspires,Amn,['ale'
13,Goldspires,Amn,'amour'
13,Goldspires,Amn,'beer'
13,Goldspires,Amn,'caravan items (wagons'
13,Goldspires,Amn,'wheels)'
13,Goldspires,Amn,'gems'
13,Goldspires,Amn,'gold'
13,Goldspires,Amn,'grain'
13,Goldspires,Amn,'horses'
13,Goldspires,Amn,'iron'
13,Goldspires,Amn,'jewellery'
13,Goldspires,Amn,'weapons']
14,Hillfort Ishla,Amn,['ale'
14,Hillfort Ishla,Amn,'amour'
14,Hillfort Ishla,Amn,'beer'
14,Hillfort Ishla,Amn,'caravan items (wagons'
14,Hillfort Ishla,Amn,'wheels)'
14,Hillfort Ishla,Amn,'gems'
14,Hillfort Ishla,Amn,'gold'
14,Hillfort Ishla,Amn,'grain'
14,Hillfort Ishla,Amn,'horses'
14,Hillfort Ishla,Amn,'iron'
14,Hillfort Ishla,Amn,'jewellery'
14,Hillfort Ishla,Amn,'weapons']
15,Hillfort Keshla,Amn,['ale'
15,Hillfort Keshla,Amn,'amour'
15,Hillfort Keshla,Amn,'beer'
15,Hillfort Keshla,Amn,'caravan items (wagons'
15,Hillfort Keshla,Amn,'wheels)'
15,Hillfort Keshla,Amn,'gems'
15,Hillfort Keshla,Amn,'gold'
15,Hillfort Keshla,Amn,'grain'
15,Hillfort Keshla,Amn,'horses'
15,Hillfort Keshla,Amn,'iron'
15,Hillfort Keshla,Amn,'jewellery'
15,Hillfort Keshla,Amn,'weapons']
16,Hillfort Torbold,Amn,['ale'
16,Hillfort Torbold,Amn,'amour'
16,Hillfort Torbold,Amn,'beer'
16,Hillfort Torbold,Amn,'caravan items (wagons'
16,Hillfort Torbold,Amn,'wheels)'
16,Hillfort Torbold,Amn,'gems'
16,Hillfort Torbold,Amn,'gold'
16,Hillfort Torbold,Amn,'grain'
16,Hillfort Torbold,Amn,'horses'
16,Hillfort Torbold,Amn,'iron'
16,Hillfort Torbold,Amn,'jewellery'
16,Hillfort Torbold,Amn,'weapons']
17,Ideepton,Amn,['ale'
17,Ideepton,Amn,'amour'
17,Ideepton,Amn,'beer'
17,Ideepton,Amn,'caravan items (wagons'
17,Ideepton,Amn,'wheels)'
17,Ideepton,Amn,'gems'
17,Ideepton,Amn,'gold'
17,Ideepton,Amn,'grain'
17,Ideepton,Amn,'horses'
17,Ideepton,Amn,'iron'
17,Ideepton,Amn,'jewellery'
17,Ideepton,Amn,'weapons']
18,Imnescar,Amn,['ale'
18,Imnescar,Amn,'amour'
18,Imnescar,Amn,'beer'
18,Imnescar,Amn,'caravan items (wagons'
18,Imnescar,Amn,'wheels)'
18,Imnescar,Amn,'gems'
18,Imnescar,Amn,'gold'
18,Imnescar,Amn,'grain'
18,Imnescar,Amn,'horses'
18,Imnescar,Amn,'iron'
18,Imnescar,Amn,'jewellery'
18,Imnescar,Amn,'weapons']
19,Keczulla,Amn,['ale'
19,Keczulla,Amn,'amour'
19,Keczulla,Amn,'beer'
19,Keczulla,Amn,'caravan items (wagons'
19,Keczulla,Amn,'wheels)'
19,Keczulla,Amn,'gems'
19,Keczulla,Amn,'gold'
19,Keczulla,Amn,'grain'
19,Keczulla,Amn,'horses'
19,Keczulla,Amn,'iron'
19,Keczulla,Amn,'jewellery'
19,Keczulla,Amn,'weapons']
20,Minsor Vale,Amn,['ale'
20,Minsor Vale,Amn,'amour'
20,Minsor Vale,Amn,'beer'
20,Minsor Vale,Amn,'caravan items (wagons'
20,Minsor Vale,Amn,'wheels)'
20,Minsor Vale,Amn,'gems'
20,Minsor Vale,Amn,'gold'
20,Minsor Vale,Amn,'grain'
20,Minsor Vale,Amn,'horses'
20,Minsor Vale,Amn,'iron'
20,Minsor Vale,Amn,'jewellery'
20,Minsor Vale,Amn,'weapons']
21,Murann,Amn,['ale'
21,Murann,Amn,'amour'
21,Murann,Amn,'beer'
21,Murann,Amn,'caravan items (wagons'
21,Murann,Amn,'wheels)'
21,Murann,Amn,'gems'
21,Murann,Amn,'gold'
21,Murann,Amn,'grain'
21,Murann,Amn,'horses'
21,Murann,Amn,'iron'
21,Murann,Amn,'jewellery'
21,Murann,Amn,'weapons']
22,Nashkel,Amn,['ale'
22,Nashkel,Amn,'amour'
22,Nashkel,Amn,'beer'
22,Nashkel,Amn,'caravan items (wagons'
22,Nashkel,Amn,'wheels)'
22,Nashkel,Amn,'gems'
22,Nashkel,Amn,'gold'
22,Nashkel,Amn,'grain'
22,Nashkel,Amn,'horses'
22,Nashkel,Amn,'iron'
22,Nashkel,Amn,'jewellery'
22,Nashkel,Amn,'weapons']
23,Purskul,Amn,['ale'
23,Purskul,Amn,'amour'
23,Purskul,Amn,'beer'
23,Purskul,Amn,'caravan items (wagons'
23,Purskul,Amn,'wheels)'
23,Purskul,Amn,'gems'
23,Purskul,Amn,'gold'
23,Purskul,Amn,'grain'
23,Purskul,Amn,'horses'
23,Purskul,Amn,'iron'
23,Purskul,Amn,'jewellery'
23,Purskul,Amn,'weapons']
24,Quarrelshigh,Amn,['ale'
24,Quarrelshigh,Amn,'amour'
24,Quarrelshigh,Amn,'beer'
24,Quarrelshigh,Amn,'caravan items (wagons'
24,Quarrelshigh,Amn,'wheels)'
24,Quarrelshigh,Amn,'gems'
24,Quarrelshigh,Amn,'gold'
24,Quarrelshigh,Amn,'grain'
24,Quarrelshigh,Amn,'horses'
24,Quarrelshigh,Amn,'iron'
24,Quarrelshigh,Amn,'jewellery'
24,Quarrelshigh,Amn,'weapons']
25,Riatavin,Amn,['ale'
25,Riatavin,Amn,'amour'
25,Riatavin,Amn,'beer'
25,Riatavin,Amn,'caravan items (wagons'
25,Riatavin,Amn,'wheels)'
25,Riatavin,Amn,'gems'
25,Riatavin,Amn,'gold'
25,Riatavin,Amn,'grain'
25,Riatavin,Amn,'horses'
25,Riatavin,Amn,'iron'
25,Riatavin,Amn,'jewellery'
25,Riatavin,Amn,'weapons']
26,Scimitar,Amn,['ale'
26,Scimitar,Amn,'amour'
26,Scimitar,Amn,'beer'
26,Scimitar,Amn,'caravan items (wagons'
26,Scimitar,Amn,'wheels)'
26,Scimitar,Amn,'gems'
26,Scimitar,Amn,'gold'
26,Scimitar,Amn,'grain'
26,Scimitar,Amn,'horses'
26,Scimitar,Amn,'iron'
26,Scimitar,Amn,'jewellery'
26,Scimitar,Amn,'weapons']
27,Shatar,Amn,['ale'
27,Shatar,Amn,'amour'
27,Shatar,Amn,'beer'
27,Shatar,Amn,'caravan items (wagons'
27,Shatar,Amn,'wheels)'
27,Shatar,Amn,'gems'
27,Shatar,Amn,'gold'
27,Shatar,Amn,'grain'
27,Shatar,Amn,'horses'
27,Shatar,Amn,'iron'
27,Shatar,Amn,'jewellery'
27,Shatar,Amn,'weapons']
28,Shepherdston,Amn,['ale'
28,Shepherdston,Amn,'amour'
28,Shepherdston,Amn,'beer'
28,Shepherdston,Amn,'caravan items (wagons'
28,Shepherdston,Amn,'wheels)'
28,Shepherdston,Amn,'gems'
28,Shepherdston,Amn,'gold'
28,Shepherdston,Amn,'grain'
28,Shepherdston,Amn,'horses'
28,Shepherdston,Amn,'iron'
28,Shepherdston,Amn,'jewellery'
28,Shepherdston,Amn,'weapons']
29,Trademeet,Amn,['ale'
29,Trademeet,Amn,'amour'
29,Trademeet,Amn,'beer'
29,Trademeet,Amn,'caravan items (wagons'
29,Trademeet,Amn,'wheels)'
29,Trademeet,Amn,'gems'
29,Trademeet,Amn,'gold'
29,Trademeet,Amn,'grain'
29,Trademeet,Amn,'horses'
29,Trademeet,Amn,'iron'
29,Trademeet,Amn,'jewellery'
29,Trademeet,Amn,'weapons']
30,Trailstone,Amn,['ale'
30,Trailstone,Amn,'amour'
30,Trailstone,Amn,'beer'
30,Trailstone,Amn,'caravan items (wagons'
30,Trailstone,Amn,'wheels)'
30,Trailstone,Amn,'gems'
30,Trailstone,Amn,'gold'
30,Trailstone,Amn,'grain'
30,Trailstone,Amn,'horses'
30,Trailstone,Amn,'iron'
30,Trailstone,Amn,'jewellery'
30,Trailstone,Amn,'weapons']
31,Zinner,Amn,['ale'
31,Zinner,Amn,'amour'
31,Zinner,Amn,'beer'
31,Zinner,Amn,'caravan items (wagons'
31,Zinner,Amn,'wheels)'
31,Zinner,Amn,'gems'
31,Zinner,Amn,'gold'
31,Zinner,Amn,'grain'
31,Zinner,Amn,'horses'
31,Zinner,Amn,'iron'
31,Zinner,Amn,'jewellery'
31,Zinner,Amn,'weapons']
32,Calimport,Calimshan,['armour'
32,Calimport,Calimshan,'books'
32,Calimport,Calimshan,'gems'
32,Calimport,Calimshan,'jewellery'
32,Calimport,Calimshan,'leather goods'
32,Calimport,Calimshan,'mercenaries'
32,Calimport,Calimshan,'minor magic items'
32,Calimport,Calimshan,'pearls'
32,Calimport,Calimshan,'pottery'
32,Calimport,Calimshan,'rare herbs'
32,Calimport,Calimshan,'rope'
32,Calimport,Calimshan,'ships'
32,Calimport,Calimshan,'silk'
32,Calimport,Calimshan,'spices'
32,Calimport,Calimshan,'weapons'
32,Calimport,Calimshan,'wine']
33,Almraiven,Calimshan,['armour'
33,Almraiven,Calimshan,'books'
33,Almraiven,Calimshan,'gems'
33,Almraiven,Calimshan,'jewellery'
33,Almraiven,Calimshan,'leather goods'
33,Almraiven,Calimshan,'mercenaries'
33,Almraiven,Calimshan,'minor magic items'
33,Almraiven,Calimshan,'pearls'
33,Almraiven,Calimshan,'pottery'
33,Almraiven,Calimshan,'rare herbs'
33,Almraiven,Calimshan,'rope'
33,Almraiven,Calimshan,'ships'
33,Almraiven,Calimshan,'silk'
33,Almraiven,Calimshan,'spices'
33,Almraiven,Calimshan,'weapons'
33,Almraiven,Calimshan,'wine']
34,Keltar,Calimshan,['armour'
34,Keltar,Calimshan,'books'
34,Keltar,Calimshan,'gems'
34,Keltar,Calimshan,'jewellery'
34,Keltar,Calimshan,'leather goods'
34,Keltar,Calimshan,'mercenaries'
34,Keltar,Calimshan,'minor magic items'
34,Keltar,Calimshan,'pearls'
34,Keltar,Calimshan,'pottery'
34,Keltar,Calimshan,'rare herbs'
34,Keltar,Calimshan,'rope'
34,Keltar,Calimshan,'ships'
34,Keltar,Calimshan,'silk'
34,Keltar,Calimshan,'spices'
34,Keltar,Calimshan,'weapons'
34,Keltar,Calimshan,'wine']
35,Manshaka,Calimshan,['armour'
35,Manshaka,Calimshan,'books'
35,Manshaka,Calimshan,'gems'
35,Manshaka,Calimshan,'jewellery'
35,Manshaka,Calimshan,'leather goods'
35,Manshaka,Calimshan,'mercenaries'
35,Manshaka,Calimshan,'minor magic items'
35,Manshaka,Calimshan,'pearls'
35,Manshaka,Calimshan,'pottery'
35,Manshaka,Calimshan,'rare herbs'
35,Manshaka,Calimshan,'rope'
35,Manshaka,Calimshan,'ships'
35,Manshaka,Calimshan,'silk'
35,Manshaka,Calimshan,'spices'
35,Manshaka,Calimshan,'weapons'
35,Manshaka,Calimshan,'wine']
36,Memnon,Calimshan,['armour'
36,Memnon,Calimshan,'books'
36,Memnon,Calimshan,'gems'
36,Memnon,Calimshan,'jewellery'
36,Memnon,Calimshan,'leather goods'
36,Memnon,Calimshan,'mercenaries'
36,Memnon,Calimshan,'minor magic items'
36,Memnon,Calimshan,'pearls'
36,Memnon,Calimshan,'pottery'
36,Memnon,Calimshan,'rare herbs'
36,Memnon,Calimshan,'rope'
36,Memnon,Calimshan,'ships'
36,Memnon,Calimshan,'silk'
36,Memnon,Calimshan,'spices'
36,Memnon,Calimshan,'weapons'
36,Memnon,Calimshan,'wine']
37,Schamedar,Calimshan,['armour'
37,Schamedar,Calimshan,'books'
37,Schamedar,Calimshan,'gems'
37,Schamedar,Calimshan,'jewellery'
37,Schamedar,Calimshan,'leather goods'
37,Schamedar,Calimshan,'mercenaries'
37,Schamedar,Calimshan,'minor magic items'
37,Schamedar,Calimshan,'pearls'
37,Schamedar,Calimshan,'pottery'
37,Schamedar,Calimshan,'rare herbs'
37,Schamedar,Calimshan,'rope'
37,Schamedar,Calimshan,'ships'
37,Schamedar,Calimshan,'silk'
37,Schamedar,Calimshan,'spices'
37,Schamedar,Calimshan,'weapons'
37,Schamedar,Calimshan,'wine']
38,Suldolphor,Calimshan,['armour'
38,Suldolphor,Calimshan,'books'
38,Suldolphor,Calimshan,'gems'
38,Suldolphor,Calimshan,'jewellery'
38,Suldolphor,Calimshan,'leather goods'
38,Suldolphor,Calimshan,'mercenaries'
38,Suldolphor,Calimshan,'minor magic items'
38,Suldolphor,Calimshan,'pearls'
38,Suldolphor,Calimshan,'pottery'
38,Suldolphor,Calimshan,'rare herbs'
38,Suldolphor,Calimshan,'rope'
38,Suldolphor,Calimshan,'ships'
38,Suldolphor,Calimshan,'silk'
38,Suldolphor,Calimshan,'spices'
38,Suldolphor,Calimshan,'weapons'
38,Suldolphor,Calimshan,'wine']
39,Teshburl,Calimshan,['armour'
39,Teshburl,Calimshan,'books'
39,Teshburl,Calimshan,'gems'
39,Teshburl,Calimshan,'jewellery'
39,Teshburl,Calimshan,'leather goods'
39,Teshburl,Calimshan,'mercenaries'
39,Teshburl,Calimshan,'minor magic items'
39,Teshburl,Calimshan,'pearls'
39,Teshburl,Calimshan,'pottery'
39,Teshburl,Calimshan,'rare herbs'
39,Teshburl,Calimshan,'rope'
39,Teshburl,Calimshan,'ships'
39,Teshburl,Calimshan,'silk'
39,Teshburl,Calimshan,'spices'
39,Teshburl,Calimshan,'weapons'
39,Teshburl,Calimshan,'wine']
40,Volothamp,Calimshan,['armour'
40,Volothamp,Calimshan,'books'
40,Volothamp,Calimshan,'gems'
40,Volothamp,Calimshan,'jewellery'
40,Volothamp,Calimshan,'leather goods'
40,Volothamp,Calimshan,'mercenaries'
40,Volothamp,Calimshan,'minor magic items'
40,Volothamp,Calimshan,'pearls'
40,Volothamp,Calimshan,'pottery'
40,Volothamp,Calimshan,'rare herbs'
40,Volothamp,Calimshan,'rope'
40,Volothamp,Calimshan,'ships'
40,Volothamp,Calimshan,'silk'
40,Volothamp,Calimshan,'spices'
40,Volothamp,Calimshan,'weapons'
40,Volothamp,Calimshan,'wine']
41,Cimbar,Chessenta,['art'
41,Cimbar,Chessenta,'cattle'
41,Cimbar,Chessenta,'gold'
41,Cimbar,Chessenta,'grapes'
41,Cimbar,Chessenta,'olive oil'
41,Cimbar,Chessenta,'quality iron'
41,Cimbar,Chessenta,'silver'
41,Cimbar,Chessenta,'slaves'
41,Cimbar,Chessenta,'statues'
41,Cimbar,Chessenta,'weapons'
41,Cimbar,Chessenta,'wine']
42,Airspur,Chessenta,['art'
42,Airspur,Chessenta,'cattle'
42,Airspur,Chessenta,'gold'
42,Airspur,Chessenta,'grapes'
42,Airspur,Chessenta,'olive oil'
42,Airspur,Chessenta,'quality iron'
42,Airspur,Chessenta,'silver'
42,Airspur,Chessenta,'slaves'
42,Airspur,Chessenta,'statues'
42,Airspur,Chessenta,'weapons'
42,Airspur,Chessenta,'wine']
43,Akanax,Chessenta,['art'
43,Akanax,Chessenta,'cattle'
43,Akanax,Chessenta,'gold'
43,Akanax,Chessenta,'grapes'
43,Akanax,Chessenta,'olive oil'
43,Akanax,Chessenta,'quality iron'
43,Akanax,Chessenta,'silver'
43,Akanax,Chessenta,'slaves'
43,Akanax,Chessenta,'statues'
43,Akanax,Chessenta,'weapons'
43,Akanax,Chessenta,'wine']
44,Erebos,Chessenta,['art'
44,Erebos,Chessenta,'cattle'
44,Erebos,Chessenta,'gold'
44,Erebos,Chessenta,'grapes'
44,Erebos,Chessenta,'olive oil'
44,Erebos,Chessenta,'quality iron'
44,Erebos,Chessenta,'silver'
44,Erebos,Chessenta,'slaves'
44,Erebos,Chessenta,'statues'
44,Erebos,Chessenta,'weapons'
44,Erebos,Chessenta,'wine']
45,Gaj,Chessenta,['art'
45,Gaj,Chessenta,'cattle'
45,Gaj,Chessenta,'gold'
45,Gaj,Chessenta,'grapes'
45,Gaj,Chessenta,'olive oil'
45,Gaj,Chessenta,'quality iron'
45,Gaj,Chessenta,'silver'
45,Gaj,Chessenta,'slaves'
45,Gaj,Chessenta,'statues'
45,Gaj,Chessenta,'weapons'
45,Gaj,Chessenta,'wine']
46,Heptios,Chessenta,['art'
46,Heptios,Chessenta,'cattle'
46,Heptios,Chessenta,'gold'
46,Heptios,Chessenta,'grapes'
46,Heptios,Chessenta,'olive oil'
46,Heptios,Chessenta,'quality iron'
46,Heptios,Chessenta,'silver'
46,Heptios,Chessenta,'slaves'
46,Heptios,Chessenta,'statues'
46,Heptios,Chessenta,'weapons'
46,Heptios,Chessenta,'wine']
47,Luthcheq,Chessenta,['art'
47,Luthcheq,Chessenta,'cattle'
47,Luthcheq,Chessenta,'gold'
47,Luthcheq,Chessenta,'grapes'
47,Luthcheq,Chessenta,'olive oil'
47,Luthcheq,Chessenta,'quality iron'
47,Luthcheq,Chessenta,'silver'
47,Luthcheq,Chessenta,'slaves'
47,Luthcheq,Chessenta,'statues'
47,Luthcheq,Chessenta,'weapons'
47,Luthcheq,Chessenta,'wine']
48,Maerduuth,Chessenta,['art'
48,Maerduuth,Chessenta,'cattle'
48,Maerduuth,Chessenta,'gold'
48,Maerduuth,Chessenta,'grapes'
48,Maerduuth,Chessenta,'olive oil'
48,Maerduuth,Chessenta,'quality iron'
48,Maerduuth,Chessenta,'silver'
48,Maerduuth,Chessenta,'slaves'
48,Maerduuth,Chessenta,'statues'
48,Maerduuth,Chessenta,'weapons'
48,Maerduuth,Chessenta,'wine']
49,Mordulkin,Chessenta,['art'
49,Mordulkin,Chessenta,'cattle'
49,Mordulkin,Chessenta,'gold'
49,Mordulkin,Chessenta,'grapes'
49,Mordulkin,Chessenta,'olive oil'
49,Mordulkin,Chessenta,'quality iron'
49,Mordulkin,Chessenta,'silver'
49,Mordulkin,Chessenta,'slaves'
49,Mordulkin,Chessenta,'statues'
49,Mordulkin,Chessenta,'weapons'
49,Mordulkin,Chessenta,'wine']
50,Oslin,Chessenta,['art'
50,Oslin,Chessenta,'cattle'
50,Oslin,Chessenta,'gold'
50,Oslin,Chessenta,'grapes'
50,Oslin,Chessenta,'olive oil'
50,Oslin,Chessenta,'quality iron'
50,Oslin,Chessenta,'silver'
50,Oslin,Chessenta,'slaves'
50,Oslin,Chessenta,'statues'
50,Oslin,Chessenta,'weapons'
50,Oslin,Chessenta,'wine']
51,Pandrik,Chessenta,['art'
51,Pandrik,Chessenta,'cattle'
51,Pandrik,Chessenta,'gold'
51,Pandrik,Chessenta,'grapes'
51,Pandrik,Chessenta,'olive oil'
51,Pandrik,Chessenta,'quality iron'
51,Pandrik,Chessenta,'silver'
51,Pandrik,Chessenta,'slaves'
51,Pandrik,Chessenta,'statues'
51,Pandrik,Chessenta,'weapons'
51,Pandrik,Chessenta,'wine']
52,Rodanar,Chessenta,['art'
52,Rodanar,Chessenta,'cattle'
52,Rodanar,Chessenta,'gold'
52,Rodanar,Chessenta,'grapes'
52,Rodanar,Chessenta,'olive oil'
52,Rodanar,Chessenta,'quality iron'
52,Rodanar,Chessenta,'silver'
52,Rodanar,Chessenta,'slaves'
52,Rodanar,Chessenta,'statues'
52,Rodanar,Chessenta,'weapons'
52,Rodanar,Chessenta,'wine']
53,Saden,Chessenta,['art'
53,Saden,Chessenta,'cattle'
53,Saden,Chessenta,'gold'
53,Saden,Chessenta,'grapes'
53,Saden,Chessenta,'olive oil'
53,Saden,Chessenta,'quality iron'
53,Saden,Chessenta,'silver'
53,Saden,Chessenta,'slaves'
53,Saden,Chessenta,'statues'
53,Saden,Chessenta,'weapons'
53,Saden,Chessenta,'wine']
54,Samnur,Chessenta,['art'
54,Samnur,Chessenta,'cattle'
54,Samnur,Chessenta,'gold'
54,Samnur,Chessenta,'grapes'
54,Samnur,Chessenta,'olive oil'
54,Samnur,Chessenta,'quality iron'
54,Samnur,Chessenta,'silver'
54,Samnur,Chessenta,'slaves'
54,Samnur,Chessenta,'statues'
54,Samnur,Chessenta,'weapons'
54,Samnur,Chessenta,'wine']
55,Soolabax,Chessenta,['art'
55,Soolabax,Chessenta,'cattle'
55,Soolabax,Chessenta,'gold'
55,Soolabax,Chessenta,'grapes'
55,Soolabax,Chessenta,'olive oil'
55,Soolabax,Chessenta,'quality iron'
55,Soolabax,Chessenta,'silver'
55,Soolabax,Chessenta,'slaves'
55,Soolabax,Chessenta,'statues'
55,Soolabax,Chessenta,'weapons'
55,Soolabax,Chessenta,'wine']
56,Soorenar,Chessenta,['art'
56,Soorenar,Chessenta,'cattle'
56,Soorenar,Chessenta,'gold'
56,Soorenar,Chessenta,'grapes'
56,Soorenar,Chessenta,'olive oil'
56,Soorenar,Chessenta,'quality iron'
56,Soorenar,Chessenta,'silver'
56,Soorenar,Chessenta,'slaves'
56,Soorenar,Chessenta,'statues'
56,Soorenar,Chessenta,'weapons'
56,Soorenar,Chessenta,'wine']
57,Toreus,Chessenta,['art'
57,Toreus,Chessenta,'cattle'
57,Toreus,Chessenta,'gold'
57,Toreus,Chessenta,'grapes'
57,Toreus,Chessenta,'olive oil'
57,Toreus,Chessenta,'quality iron'
57,Toreus,Chessenta,'silver'
57,Toreus,Chessenta,'slaves'
57,Toreus,Chessenta,'statues'
57,Toreus,Chessenta,'weapons'
57,Toreus,Chessenta,'wine']
58,Tulach,Chessenta,['art'
58,Tulach,Chessenta,'cattle'
58,Tulach,Chessenta,'gold'
58,Tulach,Chessenta,'grapes'
58,Tulach,Chessenta,'olive oil'
58,Tulach,Chessenta,'quality iron'
58,Tulach,Chessenta,'silver'
58,Tulach,Chessenta,'slaves'
58,Tulach,Chessenta,'statues'
58,Tulach,Chessenta,'weapons'
58,Tulach,Chessenta,'wine']
59,Villon,Chessenta,['art'
59,Villon,Chessenta,'cattle'
59,Villon,Chessenta,'gold'
59,Villon,Chessenta,'grapes'
59,Villon,Chessenta,'olive oil'
59,Villon,Chessenta,'quality iron'
59,Villon,Chessenta,'silver'
59,Villon,Chessenta,'slaves'
59,Villon,Chessenta,'statues'
59,Villon,Chessenta,'weapons'
59,Villon,Chessenta,'wine']
60,Suzail,Cormyr,['armor'
60,Suzail,Cormyr,'carved ivory'
60,Suzail,Cormyr,'cloth'
60,Suzail,Cormyr,'coal'
60,Suzail,Cormyr,'food'
60,Suzail,Cormyr,'swords'
60,Suzail,Cormyr,'timber']
61,Arabel,Cormyr,['armor'
61,Arabel,Cormyr,'carved ivory'
61,Arabel,Cormyr,'cloth'
